Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,KMeans_Cluster,DBSCAN_Cluster
39098,0,3,1,1,18992,14,0,0,2129,0,0,0
20713,0,3,1,1,13421,12,400,1,2104,0,2,3
18959,0,1,1,1,0,0,0,0,2115,0,1,0
28010,0,1,1,1,150,3,0,0,2115,0,1,0
148976,0,1,1,1,2650,3,650,2,2108,0,2,-1
664,0,1,1,1,0,0,0,0,2108,0,1,0
18533,0,3,1,1,27904,14,0,0,2102,1,0,2
202168,0,3,1,1,12463,18,0,0,2098,1,0,2
37839,0,3,1,1,11512,16,0,0,2084,1,0,2
29196,0,2,1,1,7011,15,0,0,2082,0,1,0
66716,0,3,1,1,22571,16,200,1,2082,0,2,3
7500,0,1,1,1,0,0,0,0,2084,0,1,0
47992,0,1,1,1,645,4,450,1,2073,0,2,3
85823,0,1,1,1,0,0,0,0,2074,0,1,0
32323,0,1,1,1,1250,3,0,0,2074,1,1,2
104523,0,1,1,1,4000,2,0,0,2073,1,1,2
60856,0,2,1,1,17332,8,0,0,2076,0,1,0
15526,0,1,1,1,2750,15,0,0,2063,0,1,0
83781,0,4,1,1,35151,22,200,1,2066,1,0,-1
17681,0,1,1,1,500,1,0,0,2059,0,1,0
76909,0,3,1,1,18405,12,0,0,2066,0,0,0
22084,0,1,1,1,2773,10,0,0,2054,0,1,0
50783,0,3,1,1,11595,15,0,0,2060,0,0,0
43220,0,1,1,1,4985,20,100,1,2041,0,1,3
41275,0,1,1,1,0,0,0,0,2035,0,1,0
32270,0,1,1,1,0,0,0,0,2040,0,1,0
22053,0,4,1,1,39810,27,0,0,2042,1,0,2
32708,0,3,1,1,11556,13,0,0,2035,0,0,0
47056,0,1,1,1,0,0,0,0,2031,0,1,0
112197,0,4,1,1,32108,16,0,0,2013,1,0,2
106757,0,5,1,1,51234,13,0,0,2013,1,0,2
169139,0,1,1,1,9500,5,0,0,2019,1,0,2
92406,0,2,1,1,9402,26,750,2,1999,0,2,-1
41150,0,1,1,1,0,0,0,0,2000,0,1,0
3831,0,1,1,1,2,4,0,0,2013,0,1,0
48014,0,1,1,1,0,0,0,0,2005,0,1,0
19078,0,1,1,1,200,1,200,1,1999,0,1,3
3965,0,2,1,1,8228,12,0,0,2003,1,1,2
37965,0,1,1,1,2250,5,0,0,1998,0,1,0
24557,0,3,1,1,18957,20,0,0,1996,0,0,0
16733,0,1,1,1,1000,1,0,0,1983,0,1,0
41824,0,1,1,1,2100,3,0,0,1982,0,1,0
8188,0,1,1,1,500,1,500,1,1985,1,2,1
37331,0,1,1,1,0,0,0,0,1970,0,1,0
15000,0,1,1,1,15000,1,0,0,1976,0,1,0
1000,0,1,1,1,1000,1,0,0,1970,0,1,0
84179,0,3,1,1,22397,19,0,0,1976,0,0,0
66590,0,1,1,1,1300,13,0,0,1975,0,1,0
66445,0,3,1,1,22276,13,0,0,1975,0,0,0
33951,0,3,1,1,12279,14,0,0,1963,0,0,0
27204,0,2,1,1,7627,16,0,0,1968,0,1,0
16442,0,1,1,1,0,0,0,0,1962,1,1,2
39669,0,4,1,1,31989,14,0,0,1955,1,0,2
8063,0,1,1,1,18250,5,0,0,1950,1,1,2
15243,0,1,1,1,675,3,0,0,1944,0,1,0
52537,0,4,1,1,49146,19,100,2,1944,1,2,-1
51172,0,1,1,1,500,4,0,0,1939,1,1,2
18074,0,1,1,1,1625,6,0,0,1765,0,1,0
31759,0,1,1,1,0,0,0,0,1922,0,1,0
34007,0,1,1,1,440,2,0,0,1937,0,1,0
28338,0,1,1,1,90,2,0,0,1936,0,1,0
28693,0,2,1,1,8229,20,0,0,1937,0,1,0
15036,0,2,1,1,7917,8,0,0,1935,1,1,2
26797,0,1,1,1,0,0,0,0,1928,0,1,0
79192,0,3,1,1,14404,21,150,1,2080,1,2,1
19128,0,2,1,1,10595,27,0,0,1919,1,0,2
11245,0,1,1,1,0,0,0,0,1920,0,1,0
18735,0,1,1,1,4100,19,0,0,1913,0,1,0
43310,0,3,1,1,11943,14,0,0,1804,0,0,0
51142,0,1,1,1,5000,3,0,0,1874,1,1,2
127588,0,2,1,1,11297,11,0,0,1906,0,0,0
43304,0,1,1,1,3750,4,250,2,1887,1,2,5
33064,0,1,1,1,300,3,0,0,1895,0,1,0
10424,0,1,1,1,0,0,0,0,1894,0,1,0
6517,0,1,1,1,2025,8,0,0,1900,0,1,0
47160,0,1,1,1,0,0,0,0,1898,0,1,0
15584,0,1,1,1,2875,16,0,0,1894,0,1,0
25853,0,3,1,1,23163,18,0,0,1886,0,0,0
153664,0,5,1,1,55567,17,0,0,1881,0,0,0
21285,0,1,1,1,2375,12,0,0,1879,0,1,0
70353,0,1,1,1,2986,15,150,2,1879,0,2,-1
39728,0,3,1,1,16359,11,0,0,1860,0,0,0
28294,0,1,1,1,0,0,0,0,1865,0,1,0
109505,0,3,1,1,15766,23,0,0,1867,0,0,0
20969,0,3,1,1,40234,13,150,1,1831,1,0,1
36398,0,2,1,1,9704,22,0,0,1858,0,1,0
16875,0,1,1,1,500,1,0,0,1838,0,1,0
17060,0,1,1,1,0,0,0,0,1836,0,1,0
44101,0,5,1,1,57114,19,0,0,1829,1,0,2
142729,0,1,1,1,0,0,0,0,1823,1,1,2
23578,0,3,1,1,16366,17,500,1,1830,1,2,1
62960,0,5,1,1,50255,10,0,0,1824,1,0,2
16685,0,1,1,1,400,2,0,0,1817,0,1,0
33405,0,1,1,1,1600,3,0,0,1808,1,1,2
37211,0,3,1,1,23007,18,0,0,1817,0,0,0
99226,0,2,1,1,5796,12,0,0,1811,0,1,0
31899,0,4,1,1,29816,20,500,1,1804,1,2,1
50212,0,1,1,1,1507,7,500,1,1801,0,2,3
32125,0,1,1,1,1010,4,500,2,1795,0,2,4
12120,0,1,1,1,1000,1,0,0,1802,0,1,0
82352,0,1,1,1,5760,18,0,0,1797,0,1,0
6286,0,1,1,1,230,3,0,0,1788,0,1,0
17326,0,1,1,1,0,0,0,0,1787,0,1,0
32234,0,3,1,1,17001,13,0,0,1780,1,0,2
56174,0,2,1,1,6589,15,0,0,1768,0,1,0
81144,0,1,1,1,34664,17,0,0,1769,0,0,0
51737,0,1,1,1,3119,19,0,0,1774,0,1,0
95537,0,4,1,1,29226,17,150,1,1774,0,0,3
36311,0,1,1,1,100,1,100,1,1766,1,1,1
23518,0,3,1,1,11843,13,0,0,1768,0,1,0
34042,0,1,1,1,3463,14,250,1,1761,0,2,3
19591,0,1,1,1,4437,8,0,0,1772,1,1,2
46455,0,1,1,1,6817,11,0,0,1763,0,1,0
89413,0,3,1,1,24667,21,0,0,1767,0,0,0
17135,0,1,1,1,60,2,0,0,1747,0,1,0
72253,0,4,1,1,29227,16,0,0,1752,0,0,0
8344,0,1,1,1,1500,2,500,1,1753,0,2,3
52718,0,3,1,1,11540,11,0,0,1755,0,0,0
23933,0,2,1,1,10144,15,0,0,1804,0,1,0
179207,0,1,1,1,7041,6,0,0,3169,0,1,0
76177,0,4,1,1,31922,16,0,0,3057,0,0,0
11472,0,2,1,1,9068,14,0,0,3290,1,1,2
124027,0,2,1,1,8698,12,0,0,2952,0,0,0
15138,0,1,1,1,140,3,0,0,2993,0,1,0
43229,0,1,1,1,5000,1,0,0,2644,0,1,0
27043,0,1,1,1,0,0,0,0,2814,0,1,0
55381,0,1,1,1,0,0,0,0,3600,0,1,0
53983,0,3,1,1,24862,13,0,0,3512,0,0,0
59179,0,3,1,1,18908,15,0,0,3530,1,0,2
43510,0,1,1,1,4850,6,350,2,3328,0,2,4
32886,0,1,1,1,3606,10,0,0,3281,0,1,0
7015,0,1,1,1,1150,3,150,2,3398,0,2,4
19627,0,1,1,1,500,1,500,1,3340,0,2,3
28464,0,1,1,1,5167,16,0,0,3344,0,1,0
9768,0,1,1,1,7069,8,100,1,3242,0,1,3
55086,0,1,1,1,525,3,400,2,3293,0,2,4
158986,0,1,1,1,3558,14,0,0,3404,0,1,0
18939,0,1,1,1,855,3,0,0,3216,0,1,0
23315,0,1,1,1,705,5,50,1,3309,1,1,1
33918,0,1,1,1,145,3,0,0,3012,0,1,0
65926,0,3,1,1,11639,17,0,0,3362,0,0,0
67753,0,3,1,1,18303,15,0,0,3134,0,0,0
49280,0,1,1,1,22370,16,0,0,3312,0,1,0
97606,0,4,1,1,42980,24,0,0,3355,1,0,2
49749,0,3,1,1,13609,18,0,0,3265,1,0,2
36300,0,1,1,1,450,2,350,1,3329,0,2,3
80500,0,3,1,1,16368,16,0,0,3146,0,0,0
40257,0,1,1,1,12885,31,0,0,3237,0,0,0
9154,0,1,1,1,0,0,0,0,3260,0,1,0
54345,0,1,1,1,1850,8,0,0,3348,0,1,0
38835,0,1,1,1,2625,11,500,1,3378,0,2,3
4858,0,1,1,1,0,0,0,0,3294,0,1,0
56745,0,1,1,1,6000,3,0,0,3280,1,1,2
87507,0,3,1,1,17714,19,0,0,3274,0,0,0
27566,0,1,1,1,6362,24,0,0,3279,0,1,0
38508,0,3,1,1,13523,13,0,0,3279,0,0,0
8184,0,1,1,1,0,0,0,0,2832,0,1,0
12263,0,1,1,1,325,1,325,1,3224,0,2,3
89576,0,3,1,1,20333,15,0,0,3099,0,0,0
132894,0,4,1,1,34540,15,0,0,3106,0,0,0
12881,0,1,1,1,500,1,0,0,3244,0,1,0
114037,0,1,1,1,14000,7,500,1,3201,1,2,1
71682,0,3,1,1,11662,11,0,0,3173,0,0,0
94016,0,1,1,1,4773,6,0,0,3161,0,1,0
16341,0,1,1,1,0,0,0,0,3190,0,1,0
60331,0,3,1,1,17878,27,0,0,3036,1,0,2
148086,0,4,1,1,32551,14,0,0,2913,0,0,0
15279,0,3,1,1,17984,19,300,1,3139,1,2,1
52885,0,1,1,1,1600,6,100,1,3020,0,1,3
36844,0,2,1,1,21715,16,0,0,3161,0,0,0
20390,0,1,1,1,2500,1,0,0,2528,1,1,2
29182,0,5,1,1,50698,14,0,0,2999,1,0,2
568,0,1,1,1,710,3,0,0,3053,0,1,0
30759,0,1,1,1,510,3,0,0,3195,0,1,0
276,0,1,1,1,2396,3,396,1,3042,1,2,1
22496,0,1,1,1,9712,14,500,1,3180,1,2,1
23846,0,1,1,1,9177,6,0,0,2678,0,1,0
26505,0,1,1,1,0,0,0,0,3102,0,1,0
72131,0,2,1,1,7681,17,0,0,2390,0,1,0
24406,0,1,1,1,5005,14,0,0,3127,0,1,0
63193,0,3,1,1,20372,14,100,1,3036,1,0,1
23179,0,1,1,1,0,0,0,0,2794,0,1,0
14710,0,1,1,1,3500,2,0,0,3149,1,1,2
20603,0,1,1,1,115,5,0,0,3054,1,1,2
31520,0,1,1,1,130,2,0,0,2858,0,1,0
29350,0,4,1,1,27703,15,0,0,3020,1,0,2
17376,0,1,1,1,4920,11,0,0,2265,0,1,0
52562,0,3,1,1,23773,15,600,2,3021,0,2,6
48224,0,1,1,1,0,0,0,0,2888,0,1,0
13271,0,1,1,1,0,0,0,0,1435,1,1,2
17893,0,2,1,1,9623,13,0,0,3074,0,1,0
52693,0,1,1,1,947,4,0,0,2374,0,1,0
50895,0,4,1,1,29618,15,0,0,2980,1,0,2
34862,0,1,1,1,2725,5,0,0,3004,0,1,0
20391,0,1,1,1,90,3,0,0,2884,0,1,0
178010,0,1,1,1,5500,4,500,1,2777,1,2,-1
20773,0,3,1,1,13619,14,0,0,2765,1,0,2
36978,0,1,1,1,100,1,100,1,3033,0,1,3
45005,0,1,1,1,0,0,0,0,2934,0,1,0
45533,0,5,1,1,56208,16,0,0,2963,1,0,2
26513,0,1,1,1,7670,14,0,0,2678,1,1,2
20417,0,1,1,1,5000,1,0,0,3013,0,1,0
7490,0,1,1,1,0,0,0,0,3042,0,1,0
14394,0,1,1,1,935,4,150,2,2754,0,2,4
61191,0,2,1,1,8502,17,0,0,2112,0,1,0
7329,0,2,1,1,10639,16,0,0,2993,1,0,2
12688,0,1,1,1,0,0,0,0,2993,0,1,0
106921,0,4,1,1,26666,13,0,0,2581,0,0,0
34996,0,2,1,1,6313,14,150,1,2909,1,2,1
109133,0,3,1,1,21378,16,0,0,2989,0,0,0
45575,0,3,1,1,23223,17,0,0,2964,1,0,2
76430,0,3,1,1,13653,17,0,0,3018,1,0,2
18059,0,1,1,1,0,0,0,0,2019,0,1,0
188759,0,1,1,1,3082,3,0,0,2817,0,1,0
36953,0,3,1,1,25598,16,0,0,2997,1,0,2
27155,0,4,1,1,47252,15,300,1,3001,1,2,1
72768,0,1,1,1,290,3,0,0,2762,0,1,0
23178,0,1,1,1,0,0,0,0,2351,0,1,0
25676,0,1,1,1,0,0,0,0,1597,0,1,0
63190,0,3,1,1,18950,13,250,1,3041,0,2,3
1666,0,1,1,1,980,3,0,0,2761,0,1,0
105544,0,4,1,1,31001,16,500,1,2888,1,2,1
40255,0,1,1,1,2975,13,750,2,2880,0,2,4
5317,0,1,1,1,0,0,0,0,2992,0,1,0
7606,0,4,1,1,29307,17,0,0,2930,1,0,2
43255,0,1,1,1,2691,3,750,1,2864,0,2,3
22414,0,1,1,1,1094,3,0,0,2957,1,1,2
92225,0,4,1,1,48276,19,350,1,2972,0,2,3
127199,0,1,1,1,2563,14,0,0,2917,0,1,0
12176,0,1,1,1,875,7,0,0,2268,0,1,0
142929,0,4,1,1,40826,23,0,0,2803,0,0,0
28670,0,2,1,1,11727,11,0,0,2980,1,0,2
6181,0,1,1,1,2000,9,0,0,2878,0,1,0
16136,0,1,1,1,0,0,0,0,1177,0,1,0
128213,0,2,1,1,7956,13,500,1,2522,0,2,3
92492,0,1,1,1,11029,6,0,0,2839,0,1,0
85412,0,3,1,1,25102,16,500,1,2816,0,2,3
46003,0,1,1,1,1340,7,0,0,2698,0,1,0
95982,0,1,1,1,3630,3,0,0,2623,0,1,0
20529,0,1,1,1,0,0,0,0,2644,0,1,0
50939,0,3,1,1,16453,16,0,0,2753,0,0,0
35039,0,1,1,1,174,1,0,0,2314,0,1,0
1439,0,1,1,1,80,2,0,0,2684,0,1,0
22865,0,1,1,1,1750,7,0,0,2375,0,1,0
23033,0,2,1,1,7910,15,0,0,2765,1,0,2
103172,0,1,1,1,3125,3,0,0,2416,0,1,0
156766,0,3,1,1,23375,27,0,0,2840,0,0,0
34137,0,1,1,1,335,5,0,0,2593,0,1,0
43823,0,1,1,1,500,1,0,0,2717,0,1,0
63364,0,3,1,1,15415,11,0,0,2560,0,0,0
18497,0,3,1,1,14138,12,0,0,2643,0,0,0
23173,0,2,1,1,7843,8,0,0,2565,0,1,0
51367,0,4,1,1,40004,24,0,0,2434,1,0,2
34894,0,3,1,1,13955,17,0,0,2447,0,0,0
7422,0,1,1,1,2229,3,0,0,2653,0,1,0
2784,0,1,1,1,0,0,0,0,2066,0,1,0
54177,0,3,1,1,45403,15,500,1,2123,1,2,1
29326,0,2,1,1,23061,7,0,0,2497,1,0,2
29518,0,1,1,1,2702,12,0,0,2532,0,1,0
8000,0,1,1,1,0,0,0,0,941,0,1,0
38042,0,1,1,1,7658,17,0,0,2606,0,1,0
23894,0,1,1,1,6000,3,0,0,2705,1,1,2
10839,0,1,1,1,190,1,190,1,2341,0,1,3
47513,0,3,1,1,19904,13,0,0,2516,1,0,2
16321,0,1,1,1,0,0,0,0,2710,0,1,0
37550,0,1,1,1,0,0,0,0,2579,0,1,0
37936,0,2,1,1,6211,12,0,0,2719,0,1,0
25934,0,1,1,1,370,3,0,0,2565,0,1,0
98753,0,1,1,1,1475,5,0,0,2619,1,1,2
25157,0,1,1,1,830,3,0,0,2732,0,1,0
24134,0,1,1,1,1250,3,0,0,2390,0,1,0
6628,0,1,1,1,2125,8,0,0,2539,0,1,0
14504,0,1,1,1,0,0,0,0,2329,0,1,0
36665,0,1,1,1,3250,19,0,0,2951,0,1,0
17481,0,1,1,1,1396,3,0,0,586,0,1,0
33111,0,1,1,1,0,0,0,0,2461,0,1,0
93028,0,4,1,1,40887,22,0,0,2507,1,0,2
89094,0,5,1,1,55865,13,0,0,2404,0,0,0
11109,0,5,1,1,53627,13,0,0,2623,1,0,2
14957,0,1,1,1,0,0,0,0,2634,0,1,0
17823,0,1,1,1,15323,8,0,0,1453,0,1,0
8485,0,1,1,1,0,0,0,0,2111,0,1,0
56756,0,3,1,1,10851,14,0,0,2068,0,0,0
99196,0,4,1,1,28334,16,0,0,2595,0,0,0
11324,0,3,1,1,11082,11,0,0,2661,1,0,2
18150,0,1,1,1,240,2,0,0,2538,0,1,0
32659,0,1,1,1,3614,14,0,0,2553,0,1,0
103203,0,1,1,1,3200,4,200,2,1556,1,2,-1
27122,0,1,1,1,0,0,0,0,2630,0,1,0
40252,0,1,1,1,1375,4,0,0,2565,0,1,0
65460,0,1,1,1,0,0,0,0,2493,0,1,0
17863,0,1,1,1,0,0,0,0,2028,1,1,2
28443,0,4,1,1,53065,18,150,1,2462,1,0,1
15135,0,3,1,1,13357,14,0,0,2579,1,0,2
31489,0,3,1,1,21950,21,0,0,2216,1,0,2
48852,0,1,1,1,1058,3,0,0,2278,1,1,2
188883,0,1,1,1,5500,3,0,0,2613,1,0,2
37212,0,1,1,1,0,0,0,0,2455,0,1,0
43285,0,1,1,1,745,3,0,0,2436,1,1,2
10758,0,1,1,1,0,0,0,0,1777,0,1,0
40926,0,1,1,1,1725,7,0,0,2453,0,1,0
10915,0,1,1,1,5455,15,0,0,2473,1,1,2
38580,0,1,1,1,4337,7,0,0,2168,0,1,0
9338,0,1,1,1,200,1,200,1,2371,0,1,3
19382,0,1,1,1,195,2,0,0,2545,0,1,0
25205,0,1,1,1,0,0,0,0,2532,0,1,0
9634,0,1,1,1,9634,5,0,0,2146,0,1,0
41279,0,2,1,1,8682,14,0,0,2241,0,1,0
11021,0,1,1,1,115,2,0,0,2449,0,1,0
4096,0,1,1,1,3802,8,0,0,2433,1,1,2
5199,0,3,1,1,28100,16,0,0,2592,1,0,2
41072,0,1,1,1,3751,15,0,0,2378,0,1,0
15920,0,1,1,1,2500,1,0,0,2466,1,1,2
50674,0,2,1,1,22073,12,0,0,1615,0,1,0
55461,0,4,1,1,31658,17,500,2,2315,0,2,6
93264,0,1,1,1,3250,19,0,0,2369,0,1,0
115154,0,3,1,1,13466,17,500,1,2440,0,2,3
24920,0,1,1,1,375,3,0,0,2067,0,1,0
25210,0,1,1,1,14500,5,500,1,2138,0,2,3
41247,0,1,1,1,0,0,0,0,2407,0,1,0
5929,0,1,1,1,168,7,0,0,2371,0,1,0
29067,0,1,1,1,485,3,250,1,2147,1,2,1
112164,0,3,1,1,16802,14,0,0,2188,0,0,0
44764,0,2,1,1,5539,6,0,0,2081,0,1,0
38997,0,1,1,1,5158,18,0,0,2399,0,1,0
115215,0,2,1,1,5824,7,0,0,2096,1,0,2
96714,0,3,1,1,17026,15,0,0,2185,0,0,0
32988,0,4,1,1,49484,14,0,0,2161,1,0,2
11552,0,1,1,1,0,0,0,0,481,0,1,0
38739,0,1,1,1,3050,3,550,2,1976,0,2,4
142989,0,4,1,1,26210,14,500,1,2340,0,2,3
1724,0,3,1,1,27305,20,0,0,1784,1,0,2
11845,0,1,1,1,625,2,0,0,2334,0,1,0
85071,0,1,1,1,6600,4,0,0,2322,0,1,0
53543,0,1,1,1,21183,11,563,2,1149,0,2,4
33834,0,1,1,1,3920,12,0,0,1850,0,1,0
36839,0,1,1,1,4436,6,0,0,2275,1,1,2
42042,0,2,1,1,9846,14,0,0,1606,0,1,0
72027,0,1,1,1,0,0,0,0,2386,0,1,0
2692,0,1,1,1,800,4,50,1,2447,0,1,3
17818,0,1,1,1,0,0,0,0,1709,0,1,0
57622,0,1,1,1,1250,3,0,0,2337,0,1,0
323,0,1,1,1,0,0,0,0,1975,0,1,0
33530,0,1,1,1,0,0,0,0,1777,0,1,0
16452,0,1,1,1,9181,5,0,0,2108,0,1,0
14648,0,3,1,1,21157,12,0,0,1843,1,0,2
10621,0,1,1,1,90,3,0,0,2223,0,1,0
23224,0,1,1,1,1750,7,0,0,2322,0,1,0
17684,0,1,1,1,93,1,0,0,2012,0,1,0
2477,0,1,1,1,2319,6,500,1,2137,1,2,1
44668,0,1,1,1,872,2,0,0,1557,0,1,0
22461,0,1,1,1,150,1,150,1,2223,0,1,3
103200,0,1,1,1,500,1,500,1,2062,1,2,1
74007,0,2,1,1,9259,13,0,0,2181,0,1,0
22134,0,1,1,1,0,0,0,0,2161,0,1,0
24683,0,1,1,1,600,2,0,0,2117,0,1,0
8819,0,3,1,1,12472,15,0,0,1920,1,0,2
61545,0,3,1,1,18351,18,0,0,1973,0,0,0
50848,0,1,1,1,0,0,0,0,1773,0,1,0
19661,0,1,1,1,0,0,0,0,2175,0,1,0
63331,0,1,1,1,4200,4,700,2,2060,0,2,4
9646,0,1,1,1,3445,11,0,0,2140,0,1,0
16569,0,1,1,1,3204,8,0,0,2120,0,1,0
26693,0,3,1,1,22057,14,0,0,1863,1,0,2
2912,0,1,1,1,510,1,0,0,2132,0,1,0
13982,0,1,1,1,500,1,0,0,2117,0,1,0
14428,0,1,1,1,3475,21,0,0,1599,0,1,0
21740,0,1,1,1,5625,11,0,0,2048,0,1,0
8811,0,1,1,1,600,5,0,0,2032,0,1,0
48256,0,2,1,1,8942,14,0,0,2121,0,1,0
10994,0,3,1,1,10492,15,0,0,2215,1,0,2
66614,0,1,1,1,0,0,0,0,1992,0,1,0
78105,0,2,1,1,49364,14,0,0,2070,0,0,0
120860,0,1,1,1,2000,1,0,0,1761,0,1,0
77382,0,1,1,1,4950,13,0,0,2256,0,1,0
19290,0,1,1,1,0,0,0,0,2331,0,1,0
50987,0,1,1,1,0,0,0,0,2259,0,1,0
101290,0,4,1,1,33876,22,500,1,2291,1,2,1
11711,0,1,1,1,500,1,500,1,1922,0,2,3
69106,0,1,1,1,17832,10,0,0,2007,0,1,0
66009,0,1,1,1,0,0,0,0,1603,1,1,2
16843,0,1,1,1,780,3,0,0,2112,0,1,0
27071,0,1,1,1,2125,10,0,0,2059,0,1,0
132871,0,1,1,1,300,3,200,2,1719,0,2,-1
14513,0,1,1,1,50,2,0,0,1710,0,1,0
4834,0,2,1,1,13441,17,0,0,1851,1,0,2
49804,0,1,1,1,0,0,0,0,2157,0,1,0
140914,0,1,1,1,0,0,0,0,1791,0,1,0
6789,0,1,1,1,0,0,0,0,2237,0,1,0
61893,0,1,1,1,0,0,0,0,2320,0,1,0
83082,0,1,1,1,16207,13,250,1,2003,1,2,1
16962,0,1,1,1,0,0,0,0,2206,0,1,0
85955,0,4,1,1,34197,22,600,2,2046,0,2,-1
22215,0,1,1,1,2375,12,0,0,1857,0,1,0
66807,0,3,1,1,23456,14,0,0,1575,0,0,0
131366,0,1,1,1,1500,2,500,1,1999,0,2,3
20540,0,1,1,1,5731,15,500,1,1970,0,2,3
16346,0,1,1,1,5930,15,0,0,2108,1,1,2
15540,0,1,1,1,209,3,104,1,1761,0,1,3
17828,0,4,1,1,35099,14,0,0,2115,1,0,2
28446,0,1,1,1,0,0,0,0,1920,0,1,0
80906,0,3,1,1,23548,15,0,0,2140,0,0,0
37569,0,1,1,1,3850,4,250,1,1597,1,2,1
98151,0,3,1,1,38812,11,500,1,1976,0,2,3
19881,0,1,1,1,2472,15,0,0,2186,0,1,0
13490,0,1,1,1,0,0,0,0,2032,1,1,2
18317,0,1,1,1,2375,12,0,0,2032,0,1,0
26334,0,1,1,1,0,0,0,0,2258,0,1,0
10697,0,1,1,1,1000,8,0,0,2111,0,1,0
14072,0,3,1,1,20700,16,0,0,1949,1,0,2
54697,0,1,1,1,1625,6,0,0,1809,0,1,0
18359,0,1,1,1,0,0,0,0,1748,0,1,0
47764,0,2,1,1,23122,11,400,1,1872,1,2,1
32099,0,3,1,1,10534,6,0,0,1929,0,1,0
45137,0,1,1,1,2000,1,0,0,1319,1,1,2
18179,0,1,1,1,5488,3,0,0,1877,1,1,2
39566,0,2,1,1,23755,18,0,0,1763,0,0,0
46809,0,1,1,1,125,1,0,0,1878,0,1,0
41628,0,3,1,1,16771,12,0,0,1818,0,0,0
20891,0,1,1,1,150,3,0,0,1920,0,1,0
7879,0,1,1,1,1815,5,0,0,1849,0,1,0
40091,0,1,1,1,0,0,0,0,1803,0,1,0
45842,0,1,1,1,8253,15,128,1,1805,1,2,1
500,0,1,1,1,0,0,0,0,396,0,1,0
43595,0,1,1,1,4375,14,0,0,1867,0,1,0
63392,0,3,1,1,20553,17,0,0,1087,0,0,0
19578,0,2,1,1,5208,11,0,0,1632,1,1,2
10926,0,1,1,1,0,0,0,0,1851,0,1,0
19839,0,4,1,1,36375,15,0,0,1535,1,0,2
64594,0,2,1,1,9295,14,0,0,1869,0,1,0
24580,0,1,1,1,255,3,0,0,1926,0,1,0
24579,0,1,1,1,2100,10,0,0,1967,0,1,0
71713,0,1,1,1,2135,4,0,0,1845,0,1,0
61479,0,1,1,1,6050,4,50,1,1755,0,1,3
21915,0,1,1,1,1875,8,0,0,1518,0,1,0
16465,0,1,1,1,16165,5,0,0,1631,0,1,0
26069,0,1,1,1,0,0,0,0,1278,0,1,0
5690,0,2,1,1,11612,15,0,0,1549,1,1,2
1000,0,1,1,1,0,0,0,0,1597,0,1,0
14052,0,1,1,1,0,0,0,0,1808,0,1,0
2143,0,1,1,1,0,0,0,0,1672,0,1,0
18239,0,1,1,1,0,0,0,0,1683,0,1,0
4892,0,1,1,1,0,0,0,0,1282,0,1,0
34412,0,3,1,1,14734,13,0,0,1524,1,0,2
34535,0,1,1,1,2719,12,0,0,1358,0,1,0
23720,0,1,1,1,4000,3,500,1,1678,1,2,1
11816,0,1,1,1,0,0,0,0,1596,0,1,0
11218,0,1,1,1,3850,14,0,0,1604,0,1,0
12568,0,1,1,1,350,3,0,0,1664,0,1,0
39983,0,3,1,1,39983,11,0,0,1569,0,0,0
28526,0,1,1,1,4167,15,0,0,1360,0,1,0
68359,0,3,1,1,15803,17,0,0,1293,0,0,0
22048,0,1,1,1,100,1,0,0,1702,0,1,0
1866,0,1,1,1,1128,8,0,0,1782,0,1,0
40408,0,2,1,1,9612,12,0,0,913,0,1,0
20642,0,1,1,1,4977,13,0,0,1614,0,1,0
18656,0,1,1,1,4752,11,0,0,968,0,1,0
25898,0,1,1,1,7834,3,0,0,1588,0,1,0
42481,0,3,1,1,24617,16,0,0,678,0,0,0
4431,0,1,1,1,0,0,0,0,1582,0,1,0
25090,0,4,1,1,25860,9,0,0,1786,1,0,2
11631,0,1,1,1,3289,22,0,0,1157,0,1,0
5625,0,1,1,1,2350,12,0,0,1270,0,1,0
5544,0,1,1,1,350,3,0,0,1713,0,1,0
9805,0,1,1,1,4403,11,0,0,1559,1,1,2
29417,0,1,1,1,16011,3,0,0,1582,0,1,0
37093,0,1,1,1,4250,13,0,0,1810,0,1,0
21461,0,1,1,1,4010,26,0,0,1509,0,1,0
21950,0,1,1,1,5739,16,0,0,1668,0,1,0
14233,0,1,1,1,160,3,0,0,1687,0,1,0
22551,0,1,1,1,0,0,0,0,1794,0,1,0
35474,0,1,1,1,15086,6,0,0,1479,0,1,0
21854,0,1,1,1,500,1,500,1,1100,0,2,3
50386,0,1,1,1,2750,8,0,0,1721,0,1,0
28502,0,1,1,1,2375,12,0,0,1732,0,1,0
20516,0,1,1,1,3500,20,0,0,1429,0,1,0
97391,0,1,1,1,26299,8,0,0,1607,0,1,0
139982,0,1,1,1,14500,6,0,0,1430,0,1,0
152178,0,4,1,1,39760,15,248,1,1073,0,2,-1
17397,0,1,1,1,1750,7,0,0,1215,0,1,0
4289,0,1,1,1,2350,4,750,2,1083,0,2,4
42093,0,1,1,1,1831,4,0,0,1526,0,1,0
74331,0,3,1,1,15779,14,0,0,1514,0,0,0
14243,0,1,1,1,6654,17,0,0,1487,0,1,0
